Obs,sampleno,month,day,year,metal,type,siteno,conc1,conc,MDL
1368,135,February,20,2019,As,F,1,9.22,9.22,0.026992062
1369,136,February,20,2019,As,F,2,8.56,8.56,0.026992062
1370,138,February,20,2019,As,F,3,8.47826087,8.47826087,0.026992062
1371,139,February,20,2019,As,F,4,8.722222222,8.722222222,0.026992062
1372,141,February,20,2019,As,F,5,8.380952381,8.380952381,0.026992062
1373,142,February,20,2019,As,F,6,9.46,9.46,0.026992062
1374,143,February,20,2019,As,F,10,9.54,9.54,0.026992062
1375,145,February,20,2019,As,F,11,8.82,8.82,0.026992062
1376,146,February,20,2019,As,F,12,6.78,6.78,0.026992062
1377,33,February,20,2019,As,W,1,8.16,8.16,0.026992062
1378,34,February,20,2019,As,W,2,8.965517241,8.965517241,0.026992062
1379,35,February,20,2019,As,W,3,10.15,10.15,0.026992062
1380,37,February,20,2019,As,W,4,9.96,9.96,0.026992062
1381,38,February,20,2019,As,W,5,6.3,6.3,0.026992062
1382,39,February,20,2019,As,W,6,24.2,24.2,0.026992062
1383,41,February,20,2019,As,W,10,8.74,8.74,0.026992062
1384,42,February,20,2019,As,W,11,9.1,9.1,0.026992062
1385,43,February,20,2019,As,W,12,6.26,6.26,0.026992062
1386,135,February,20,2019,Cd,F,1,0.04,0.04,0.011338934
1387,136,February,20,2019,Cd,F,2,0.06,0.06,0.011338934
1388,138,February,20,2019,Cd,F,3,BDL,0.005669467,0.011338934
1389,139,February,20,2019,Cd,F,4,BDL,0.005669467,0.011338934
1390,141,February,20,2019,Cd,F,5,BDL,0.005669467,0.011338934
1391,142,February,20,2019,Cd,F,6,0.1,0.1,0.011338934
1392,143,February,20,2019,Cd,F,10,BDL,0.005669467,0.011338934
1393,145,February,20,2019,Cd,F,11,0.04,0.04,0.011338934
1394,146,February,20,2019,Cd,F,12,0.04,0.04,0.011338934
1395,33,February,20,2019,Cd,W,1,0.12,0.12,0.011338934
1396,34,February,20,2019,Cd,W,2,0.103448276,0.103448276,0.011338934
1397,35,February,20,2019,Cd,W,3,0.125,0.125,0.011338934
1398,37,February,20,2019,Cd,W,4,0.12,0.12,0.011338934
1399,38,February,20,2019,Cd,W,5,0.1,0.1,0.011338934
1400,39,February,20,2019,Cd,W,6,0.3,0.3,0.011338934
1401,41,February,20,2019,Cd,W,10,0.06,0.06,0.011338934
1402,42,February,20,2019,Cd,W,11,0.05,0.05,0.011338934
1403,43,February,20,2019,Cd,W,12,0.06,0.06,0.011338934
1404,135,February,20,2019,Co,F,1,0.32,0.32,0.01
1405,136,February,20,2019,Co,F,2,0.28,0.28,0.01
1406,138,February,20,2019,Co,F,3,0.217391304,0.217391304,0.01
1407,139,February,20,2019,Co,F,4,0.222222222,0.222222222,0.01
1408,141,February,20,2019,Co,F,5,0.19047619,0.19047619,0.01
1409,142,February,20,2019,Co,F,6,0.26,0.26,0.01
1410,143,February,20,2019,Co,F,10,0.22,0.22,0.01
1411,145,February,20,2019,Co,F,11,0.18,0.18,0.01
1412,146,February,20,2019,Co,F,12,0.14,0.14,0.01
1413,33,February,20,2019,Co,W,1,0.24,0.24,0.01
1414,34,February,20,2019,Co,W,2,0.275862069,0.275862069,0.01
1415,35,February,20,2019,Co,W,3,0.325,0.325,0.01
1416,37,February,20,2019,Co,W,4,0.32,0.32,0.01
1417,38,February,20,2019,Co,W,5,0.15,0.15,0.01
1418,39,February,20,2019,Co,W,6,0.75,0.75,0.01
1419,41,February,20,2019,Co,W,10,0.22,0.22,0.01
1420,42,February,20,2019,Co,W,11,0.2,0.2,0.01
1421,43,February,20,2019,Co,W,12,0.14,0.14,0.01
1422,135,February,20,2019,Cr,F,1,BDL,0.016690459,0.033380918
1423,136,February,20,2019,Cr,F,2,BDL,0.016690459,0.033380918
1424,138,February,20,2019,Cr,F,3,BDL,0.016690459,0.033380918
1425,139,February,20,2019,Cr,F,4,BDL,0.016690459,0.033380918
1426,141,February,20,2019,Cr,F,5,BDL,0.016690459,0.033380918
1427,142,February,20,2019,Cr,F,6,BDL,0.016690459,0.033380918
1428,143,February,20,2019,Cr,F,10,BDL,0.016690459,0.033380918
1429,145,February,20,2019,Cr,F,11,BDL,0.016690459,0.033380918
1430,146,February,20,2019,Cr,F,12,BDL,0.016690459,0.033380918
1431,33,February,20,2019,Cr,W,1,BDL,0.016690459,0.033380918
1432,34,February,20,2019,Cr,W,2,BDL,0.016690459,0.033380918
1433,35,February,20,2019,Cr,W,3,BDL,0.016690459,0.033380918
1434,37,February,20,2019,Cr,W,4,BDL,0.016690459,0.033380918
1435,38,February,20,2019,Cr,W,5,BDL,0.016690459,0.033380918
1436,39,February,20,2019,Cr,W,6,BDL,0.016690459,0.033380918
1437,41,February,20,2019,Cr,W,10,BDL,0.016690459,0.033380918
1438,42,February,20,2019,Cr,W,11,BDL,0.016690459,0.033380918
1439,43,February,20,2019,Cr,W,12,BDL,0.016690459,0.033380918
1440,135,February,20,2019,Cu,F,1,3.76,3.76,0.038172541
1441,136,February,20,2019,Cu,F,2,3.5,3.5,0.038172541
1442,138,February,20,2019,Cu,F,3,2.47826087,2.47826087,0.038172541
1443,139,February,20,2019,Cu,F,4,2.666666667,2.666666667,0.038172541
1444,141,February,20,2019,Cu,F,5,3.285714286,3.285714286,0.038172541
1445,142,February,20,2019,Cu,F,6,5.54,5.54,0.038172541
1446,143,February,20,2019,Cu,F,10,4.46,4.46,0.038172541
1447,145,February,20,2019,Cu,F,11,4.34,4.34,0.038172541
1448,146,February,20,2019,Cu,F,12,3.12,3.12,0.038172541
1449,33,February,20,2019,Cu,W,1,4,4,0.038172541
1450,34,February,20,2019,Cu,W,2,6.655172414,6.655172414,0.038172541
1451,35,February,20,2019,Cu,W,3,17.3,17.3,0.038172541
1452,37,February,20,2019,Cu,W,4,11.36,11.36,0.038172541
1453,38,February,20,2019,Cu,W,5,7.45,7.45,0.038172541
1454,39,February,20,2019,Cu,W,6,32.4,32.4,0.038172541
1455,41,February,20,2019,Cu,W,10,5.6,5.6,0.038172541
1456,42,February,20,2019,Cu,W,11,5.725,5.725,0.038172541
1457,43,February,20,2019,Cu,W,12,4.22,4.22,0.038172541
1458,135,February,20,2019,Fe,F,1,38.76,38.76,6.700740897
1459,136,February,20,2019,Fe,F,2,31.72,31.72,6.700740897
1460,138,February,20,2019,Fe,F,3,BDL,3.350370449,6.700740897
1461,139,February,20,2019,Fe,F,4,BDL,3.350370449,6.700740897
1462,141,February,20,2019,Fe,F,5,BDL,3.350370449,6.700740897
1463,142,February,20,2019,Fe,F,6,27.4,27.4,6.700740897
1464,143,February,20,2019,Fe,F,10,37.5,37.5,6.700740897
1465,145,February,20,2019,Fe,F,11,14.42,14.42,6.700740897
1466,146,February,20,2019,Fe,F,12,13.88,13.88,6.700740897
1467,33,February,20,2019,Fe,W,1,84.12,84.12,6.700740897
1468,34,February,20,2019,Fe,W,2,133.1034483,133.1034483,6.700740897
1469,35,February,20,2019,Fe,W,3,318,318,6.700740897
1470,37,February,20,2019,Fe,W,4,213.4,213.4,6.700740897
1471,38,February,20,2019,Fe,W,5,BDL,3.350370449,6.700740897
1472,39,February,20,2019,Fe,W,6,505.5,505.5,6.700740897
1473,41,February,20,2019,Fe,W,10,80.28,80.28,6.700740897
1474,42,February,20,2019,Fe,W,11,79.2,79.2,6.700740897
1475,43,February,20,2019,Fe,W,12,53.48,53.48,6.700740897
1476,135,February,20,2019,Mn,F,1,321.4,321.4,0.033380918
1477,136,February,20,2019,Mn,F,2,269.2,269.2,0.033380918
1478,138,February,20,2019,Mn,F,3,144.0434783,144.0434783,0.033380918
1479,139,February,20,2019,Mn,F,4,116.8333333,116.8333333,0.033380918
1480,141,February,20,2019,Mn,F,5,83.80952381,83.80952381,0.033380918
1481,142,February,20,2019,Mn,F,6,68.2,68.2,0.033380918
1482,143,February,20,2019,Mn,F,10,20.94,20.94,0.033380918
1483,145,February,20,2019,Mn,F,11,19.58,19.58,0.033380918
1484,146,February,20,2019,Mn,F,12,8.04,8.04,0.033380918
1485,33,February,20,2019,Mn,W,1,280.64,280.64,0.033380918
1486,34,February,20,2019,Mn,W,2,294.0689655,294.0689655,0.033380918
1487,35,February,20,2019,Mn,W,3,183.85,183.85,0.033380918
1488,37,February,20,2019,Mn,W,4,150.48,150.48,0.033380918
1489,38,February,20,2019,Mn,W,5,71.2,71.2,0.033380918
1490,39,February,20,2019,Mn,W,6,199.3,199.3,0.033380918
1491,41,February,20,2019,Mn,W,10,24.36,24.36,0.033380918
1492,42,February,20,2019,Mn,W,11,25.5,25.5,0.033380918
1493,43,February,20,2019,Mn,W,12,12.62,12.62,0.033380918
1494,135,February,20,2019,Ni,F,1,BDL,0.03105295,0.0621059
1495,136,February,20,2019,Ni,F,2,BDL,0.03105295,0.0621059
1496,138,February,20,2019,Ni,F,3,BDL,0.03105295,0.0621059
1497,139,February,20,2019,Ni,F,4,BDL,0.03105295,0.0621059
1498,141,February,20,2019,Ni,F,5,BDL,0.03105295,0.0621059
1499,142,February,20,2019,Ni,F,6,BDL,0.03105295,0.0621059
1500,143,February,20,2019,Ni,F,10,BDL,0.03105295,0.0621059
1501,145,February,20,2019,Ni,F,11,BDL,0.03105295,0.0621059
1502,146,February,20,2019,Ni,F,12,BDL,0.03105295,0.0621059
1503,33,February,20,2019,Ni,W,1,BDL,0.03105295,0.0621059
1504,34,February,20,2019,Ni,W,2,BDL,0.03105295,0.0621059
1505,35,February,20,2019,Ni,W,3,BDL,0.03105295,0.0621059
1506,37,February,20,2019,Ni,W,4,BDL,0.03105295,0.0621059
1507,38,February,20,2019,Ni,W,5,BDL,0.03105295,0.0621059
1508,39,February,20,2019,Ni,W,6,BDL,0.03105295,0.0621059
1509,41,February,20,2019,Ni,W,10,BDL,0.03105295,0.0621059
1510,42,February,20,2019,Ni,W,11,BDL,0.03105295,0.0621059
1511,43,February,20,2019,Ni,W,12,BDL,0.03105295,0.0621059
1512,135,February,20,2019,Pb,F,1,BDL,0.792800191,1.585600382
1513,136,February,20,2019,Pb,F,2,BDL,0.792800191,1.585600382
1514,138,February,20,2019,Pb,F,3,BDL,0.792800191,1.585600382
1515,139,February,20,2019,Pb,F,4,BDL,0.792800191,1.585600382
1516,141,February,20,2019,Pb,F,5,BDL,0.792800191,1.585600382
1517,142,February,20,2019,Pb,F,6,BDL,0.792800191,1.585600382
1518,143,February,20,2019,Pb,F,10,BDL,0.792800191,1.585600382
1519,145,February,20,2019,Pb,F,11,BDL,0.792800191,1.585600382
1520,146,February,20,2019,Pb,F,12,BDL,0.792800191,1.585600382
1521,33,February,20,2019,Pb,W,1,BDL,0.792800191,1.585600382
1522,34,February,20,2019,Pb,W,2,BDL,0.792800191,1.585600382
1523,35,February,20,2019,Pb,W,3,BDL,0.792800191,1.585600382
1524,37,February,20,2019,Pb,W,4,BDL,0.792800191,1.585600382
1525,38,February,20,2019,Pb,W,5,BDL,0.792800191,1.585600382
1526,39,February,20,2019,Pb,W,6,BDL,0.792800191,1.585600382
1527,41,February,20,2019,Pb,W,10,BDL,0.792800191,1.585600382
1528,42,February,20,2019,Pb,W,11,BDL,0.792800191,1.585600382
1529,43,February,20,2019,Pb,W,12,BDL,0.792800191,1.585600382
1530,135,February,20,2019,Se,F,1,BDL,0.142753534,0.285507068
1531,136,February,20,2019,Se,F,2,BDL,0.142753534,0.285507068
1532,138,February,20,2019,Se,F,3,BDL,0.142753534,0.285507068
1533,139,February,20,2019,Se,F,4,BDL,0.142753534,0.285507068
1534,141,February,20,2019,Se,F,5,BDL,0.142753534,0.285507068
1535,142,February,20,2019,Se,F,6,BDL,0.142753534,0.285507068
1536,143,February,20,2019,Se,F,10,BDL,0.142753534,0.285507068
1537,145,February,20,2019,Se,F,11,BDL,0.142753534,0.285507068
1538,146,February,20,2019,Se,F,12,BDL,0.142753534,0.285507068
1539,33,February,20,2019,Se,W,1,BDL,0.142753534,0.285507068
1540,34,February,20,2019,Se,W,2,BDL,0.142753534,0.285507068
1541,35,February,20,2019,Se,W,3,BDL,0.142753534,0.285507068
1542,37,February,20,2019,Se,W,4,0.66,0.66,0.285507068
1543,38,February,20,2019,Se,W,5,BDL,0.142753534,0.285507068
1544,39,February,20,2019,Se,W,6,BDL,0.142753534,0.285507068
1545,41,February,20,2019,Se,W,10,BDL,0.142753534,0.285507068
1546,42,February,20,2019,Se,W,11,BDL,0.142753534,0.285507068
1547,43,February,20,2019,Se,W,12,BDL,0.142753534,0.285507068
1548,135,February,20,2019,V,F,1,0.96,0.96,0.011338934
1549,136,February,20,2019,V,F,2,0.9,0.9,0.011338934
1550,138,February,20,2019,V,F,3,1.043478261,1.043478261,0.011338934
1551,139,February,20,2019,V,F,4,1.111111111,1.111111111,0.011338934
1552,141,February,20,2019,V,F,5,1.095238095,1.095238095,0.011338934
1553,142,February,20,2019,V,F,6,1.38,1.38,0.011338934
1554,143,February,20,2019,V,F,10,1.44,1.44,0.011338934
1555,145,February,20,2019,V,F,11,1.36,1.36,0.011338934
1556,146,February,20,2019,V,F,12,0.98,0.98,0.011338934
1557,33,February,20,2019,V,W,1,0.88,0.88,0.011338934
1558,34,February,20,2019,V,W,2,1,1,0.011338934
1559,35,February,20,2019,V,W,3,1.425,1.425,0.011338934
1560,37,February,20,2019,V,W,4,1.42,1.42,0.011338934
1561,38,February,20,2019,V,W,5,0.85,0.85,0.011338934
1562,39,February,20,2019,V,W,6,3.85,3.85,0.011338934
1563,41,February,20,2019,V,W,10,1.38,1.38,0.011338934
1564,42,February,20,2019,V,W,11,1.425,1.425,0.011338934
1565,43,February,20,2019,V,W,12,1.02,1.02,0.011338934
1566,135,February,20,2019,Zn,F,1,32.88,32.88,3.503999755
1567,136,February,20,2019,Zn,F,2,29.86,29.86,3.503999755
1568,138,February,20,2019,Zn,F,3,57.30434783,57.30434783,3.503999755
1569,139,February,20,2019,Zn,F,4,25.77777778,25.77777778,3.503999755
1570,141,February,20,2019,Zn,F,5,37.9047619,37.9047619,3.503999755
1571,142,February,20,2019,Zn,F,6,31.04,31.04,3.503999755
1572,143,February,20,2019,Zn,F,10,28.9,28.9,3.503999755
1573,145,February,20,2019,Zn,F,11,50.54,50.54,3.503999755
1574,146,February,20,2019,Zn,F,12,37.54,37.54,3.503999755
1575,33,February,20,2019,Zn,W,1,21.12,21.12,3.503999755
1576,34,February,20,2019,Zn,W,2,22.37931034,22.37931034,3.503999755
1577,35,February,20,2019,Zn,W,3,23.05,23.05,3.503999755
1578,37,February,20,2019,Zn,W,4,23.32,23.32,3.503999755
1579,38,February,20,2019,Zn,W,5,20.45,20.45,3.503999755
1580,39,February,20,2019,Zn,W,6,62.9,62.9,3.503999755
1581,41,February,20,2019,Zn,W,10,20.68,20.68,3.503999755
1582,42,February,20,2019,Zn,W,11,17.5,17.5,3.503999755
1583,43,February,20,2019,Zn,W,12,12.88,12.88,3.503999755
1584,119,January,10,2019,Al,F,1,BDL,4.708557559,9.417115118
1585,120,January,10,2019,Al,F,2,BDL,4.708557559,9.417115118
1586,121,January,10,2019,Al,F,3,BDL,4.708557559,9.417115118
1587,123,January,10,2019,Al,F,4,BDL,4.708557559,9.417115118
1588,124,January,10,2019,Al,F,5,BDL,4.708557559,9.417115118
1589,125,January,10,2019,Al,F,6,BDL,4.708557559,9.417115118
1590,127,January,10,2019,Al,F,7,BDL,4.708557559,9.417115118
1591,128,January,10,2019,Al,F,8,BDL,4.708557559,9.417115118
1592,129,January,10,2019,Al,F,9,BDL,4.708557559,9.417115118
1593,130,January,10,2019,Al,F,10,BDL,4.708557559,9.417115118
1594,132,January,10,2019,Al,F,11,BDL,4.708557559,9.417115118
1595,133,January,10,2019,Al,F,12,BDL,4.708557559,9.417115118
1596,134,January,10,2019,Al,F,13,BDL,4.708557559,9.417115118
1597,17,January,10,2019,Al,W,1,23.04,23.04,9.417115118
1598,18,January,10,2019,Al,W,2,47.24,47.24,9.417115118
1599,20,January,10,2019,Al,W,3,69.9375,69.9375,9.417115118
1600,21,January,10,2019,Al,W,4,93.4,93.4,9.417115118
1601,22,January,10,2019,Al,W,5,123.9,123.9,9.417115118
1602,24,January,10,2019,Al,W,6,189.76,189.76,9.417115118
1603,25,January,10,2019,Al,W,7,468.7804878,468.7804878,9.417115118
1604,26,January,10,2019,Al,W,8,249,249,9.417115118
1605,27,January,10,2019,Al,W,9,400.4,400.4,9.417115118
1606,28,January,10,2019,Al,W,10,98.36363636,98.36363636,9.417115118
1607,29,January,10,2019,Al,W,11,91.28,91.28,9.417115118
1608,31,January,10,2019,Al,W,12,69.92,69.92,9.417115118
1609,32,January,10,2019,Al,W,13,40.03030303,40.03030303,9.417115118
1610,119,January,10,2019,As,F,1,7.24,7.24,0.026992062
1611,120,January,10,2019,As,F,2,7.8,7.8,0.026992062
1612,121,January,10,2019,As,F,3,8.72,8.72,0.026992062
1613,123,January,10,2019,As,F,4,7.9,7.9,0.026992062
1614,124,January,10,2019,As,F,5,7.86,7.86,0.026992062
1615,125,January,10,2019,As,F,6,8.3,8.3,0.026992062
1616,127,January,10,2019,As,F,7,8.46,8.46,0.026992062
1617,128,January,10,2019,As,F,8,8.72,8.72,0.026992062
1618,129,January,10,2019,As,F,9,7.84,7.84,0.026992062
1619,130,January,10,2019,As,F,10,8.14,8.14,0.026992062
1620,132,January,10,2019,As,F,11,8.04,8.04,0.026992062
1621,133,January,10,2019,As,F,12,5.78,5.78,0.026992062
1622,134,January,10,2019,As,F,13,4.1,4.1,0.026992062
1623,17,January,10,2019,As,W,1,8.36,8.36,0.026992062
1624,18,January,10,2019,As,W,2,8.16,8.16,0.026992062
1625,20,January,10,2019,As,W,3,8.03125,8.03125,0.026992062
1626,21,January,10,2019,As,W,4,8.76,8.76,0.026992062
1627,22,January,10,2019,As,W,5,7.766666667,7.766666667,0.026992062
1628,24,January,10,2019,As,W,6,8.5,8.5,0.026992062
1629,25,January,10,2019,As,W,7,9.097560976,9.097560976,0.026992062
1630,26,January,10,2019,As,W,8,7.678571429,7.678571429,0.026992062
1631,27,January,10,2019,As,W,9,7.18,7.18,0.026992062
1632,28,January,10,2019,As,W,10,5.909090909,5.909090909,0.026992062
1633,29,January,10,2019,As,W,11,7.3,7.3,0.026992062
1634,31,January,10,2019,As,W,12,5.58,5.58,0.026992062
1635,32,January,10,2019,As,W,13,3.333333333,3.333333333,0.026992062
1636,119,January,10,2019,Cd,F,1,0.06,0.06,0.011338934
1637,120,January,10,2019,Cd,F,2,0.08,0.08,0.011338934
1638,121,January,10,2019,Cd,F,3,0.06,0.06,0.011338934
1639,123,January,10,2019,Cd,F,4,0.06,0.06,0.011338934
1640,124,January,10,2019,Cd,F,5,0.08,0.08,0.011338934
1641,125,January,10,2019,Cd,F,6,0.08,0.08,0.011338934
1642,127,January,10,2019,Cd,F,7,0.08,0.08,0.011338934
1643,128,January,10,2019,Cd,F,8,0.1,0.1,0.011338934
1644,129,January,10,2019,Cd,F,9,0.06,0.06,0.011338934
1645,130,January,10,2019,Cd,F,10,0.06,0.06,0.011338934
1646,132,January,10,2019,Cd,F,11,0.06,0.06,0.011338934
1647,133,January,10,2019,Cd,F,12,0.04,0.04,0.011338934
1648,134,January,10,2019,Cd,F,13,BDL,0.005669467,0.011338934
1649,17,January,10,2019,Cd,W,1,0.08,0.08,0.011338934
1650,18,January,10,2019,Cd,W,2,0.08,0.08,0.011338934
1651,20,January,10,2019,Cd,W,3,0.09375,0.09375,0.011338934
1652,21,January,10,2019,Cd,W,4,0.1,0.1,0.011338934
1653,22,January,10,2019,Cd,W,5,0.066666667,0.066666667,0.011338934
1654,24,January,10,2019,Cd,W,6,0.1,0.1,0.011338934
1655,25,January,10,2019,Cd,W,7,0.12195122,0.12195122,0.011338934
1656,26,January,10,2019,Cd,W,8,0.107142857,0.107142857,0.011338934
1657,27,January,10,2019,Cd,W,9,0.1,0.1,0.011338934
1658,28,January,10,2019,Cd,W,10,BDL,0.005669467,0.011338934
1659,29,January,10,2019,Cd,W,11,0.06,0.06,0.011338934
1660,31,January,10,2019,Cd,W,12,0.04,0.04,0.011338934
1661,32,January,10,2019,Cd,W,13,BDL,0.005669467,0.011338934
1662,119,January,10,2019,Co,F,1,0.22,0.22,0.01
1663,120,January,10,2019,Co,F,2,0.26,0.26,0.01
1664,121,January,10,2019,Co,F,3,0.26,0.26,0.01
1665,123,January,10,2019,Co,F,4,0.22,0.22,0.01
1666,124,January,10,2019,Co,F,5,0.22,0.22,0.01
1667,125,January,10,2019,Co,F,6,0.24,0.24,0.01
1668,127,January,10,2019,Co,F,7,0.22,0.22,0.01
1669,128,January,10,2019,Co,F,8,0.22,0.22,0.01
1670,129,January,10,2019,Co,F,9,0.2,0.2,0.01
1671,130,January,10,2019,Co,F,10,0.2,0.2,0.01
1672,132,January,10,2019,Co,F,11,0.2,0.2,0.01
1673,133,January,10,2019,Co,F,12,0.12,0.12,0.01
1674,134,January,10,2019,Co,F,13,0.12,0.12,0.01
1675,17,January,10,2019,Co,W,1,0.24,0.24,0.01
1676,18,January,10,2019,Co,W,2,0.26,0.26,0.01
1677,20,January,10,2019,Co,W,3,0.21875,0.21875,0.01
1678,21,January,10,2019,Co,W,4,0.26,0.26,0.01
1679,22,January,10,2019,Co,W,5,0.233333333,0.233333333,0.01
1680,24,January,10,2019,Co,W,6,0.24,0.24,0.01
1681,25,January,10,2019,Co,W,7,0.292682927,0.292682927,0.01
1682,26,January,10,2019,Co,W,8,0.214285714,0.214285714,0.01
1683,27,January,10,2019,Co,W,9,0.24,0.24,0.01
1684,28,January,10,2019,Co,W,10,0.136363636,0.136363636,0.01
1685,29,January,10,2019,Co,W,11,0.22,0.22,0.01
1686,31,January,10,2019,Co,W,12,0.14,0.14,0.01
1687,32,January,10,2019,Co,W,13,0.090909091,0.090909091,0.01
1688,119,January,10,2019,Cr,F,1,BDL,0.016690459,0.033380918
1689,120,January,10,2019,Cr,F,2,BDL,0.016690459,0.033380918
1690,121,January,10,2019,Cr,F,3,BDL,0.016690459,0.033380918
1691,123,January,10,2019,Cr,F,4,BDL,0.016690459,0.033380918
1692,124,January,10,2019,Cr,F,5,BDL,0.016690459,0.033380918
1693,125,January,10,2019,Cr,F,6,BDL,0.016690459,0.033380918
1694,127,January,10,2019,Cr,F,7,BDL,0.016690459,0.033380918
1695,128,January,10,2019,Cr,F,8,BDL,0.016690459,0.033380918
1696,129,January,10,2019,Cr,F,9,BDL,0.016690459,0.033380918
1697,130,January,10,2019,Cr,F,10,BDL,0.016690459,0.033380918
1698,132,January,10,2019,Cr,F,11,BDL,0.016690459,0.033380918
1699,133,January,10,2019,Cr,F,12,BDL,0.016690459,0.033380918
1700,134,January,10,2019,Cr,F,13,BDL,0.016690459,0.033380918
1701,17,January,10,2019,Cr,W,1,BDL,0.016690459,0.033380918
1702,18,January,10,2019,Cr,W,2,BDL,0.016690459,0.033380918
1703,20,January,10,2019,Cr,W,3,BDL,0.016690459,0.033380918
1704,21,January,10,2019,Cr,W,4,BDL,0.016690459,0.033380918
1705,22,January,10,2019,Cr,W,5,BDL,0.016690459,0.033380918
1706,24,January,10,2019,Cr,W,6,BDL,0.016690459,0.033380918
1707,25,January,10,2019,Cr,W,7,BDL,0.016690459,0.033380918
1708,26,January,10,2019,Cr,W,8,BDL,0.016690459,0.033380918
1709,27,January,10,2019,Cr,W,9,BDL,0.016690459,0.033380918
1710,28,January,10,2019,Cr,W,10,BDL,0.016690459,0.033380918
1711,29,January,10,2019,Cr,W,11,BDL,0.016690459,0.033380918
1712,31,January,10,2019,Cr,W,12,BDL,0.016690459,0.033380918
1713,32,January,10,2019,Cr,W,13,BDL,0.016690459,0.033380918
1714,119,January,10,2019,Cu,F,1,3.36,3.36,0.038172541
1715,120,January,10,2019,Cu,F,2,3.54,3.54,0.038172541
1716,121,January,10,2019,Cu,F,3,3.88,3.88,0.038172541
1717,123,January,10,2019,Cu,F,4,3.76,3.76,0.038172541
1718,124,January,10,2019,Cu,F,5,4.32,4.32,0.038172541
1719,125,January,10,2019,Cu,F,6,5.7,5.7,0.038172541
1720,127,January,10,2019,Cu,F,7,6.4,6.4,0.038172541
1721,128,January,10,2019,Cu,F,8,6.82,6.82,0.038172541
1722,129,January,10,2019,Cu,F,9,5.82,5.82,0.038172541
1723,130,January,10,2019,Cu,F,10,4,4,0.038172541
1724,132,January,10,2019,Cu,F,11,3.86,3.86,0.038172541
1725,133,January,10,2019,Cu,F,12,2.78,2.78,0.038172541
1726,134,January,10,2019,Cu,F,13,1.94,1.94,0.038172541
1727,17,January,10,2019,Cu,W,1,3.94,3.94,0.038172541
1728,18,January,10,2019,Cu,W,2,4.96,4.96,0.038172541
1729,20,January,10,2019,Cu,W,3,6.28125,6.28125,0.038172541
1730,21,January,10,2019,Cu,W,4,7.46,7.46,0.038172541
1731,22,January,10,2019,Cu,W,5,8.333333333,8.333333333,0.038172541
1732,24,January,10,2019,Cu,W,6,10.9,10.9,0.038172541
1733,25,January,10,2019,Cu,W,7,18.87804878,18.87804878,0.038172541
1734,26,January,10,2019,Cu,W,8,12.5,12.5,0.038172541
1735,27,January,10,2019,Cu,W,9,15.28,15.28,0.038172541
1736,28,January,10,2019,Cu,W,10,4.636363636,4.636363636,0.038172541
1737,29,January,10,2019,Cu,W,11,4.98,4.98,0.038172541
1738,31,January,10,2019,Cu,W,12,3.62,3.62,0.038172541
1739,32,January,10,2019,Cu,W,13,1.878787879,1.878787879,0.038172541
1740,119,January,10,2019,Fe,F,1,27.6,27.6,6.700740897
1741,120,January,10,2019,Fe,F,2,BDL,3.350370449,6.700740897
1742,121,January,10,2019,Fe,F,3,BDL,3.350370449,6.700740897
1743,123,January,10,2019,Fe,F,4,BDL,3.350370449,6.700740897
1744,124,January,10,2019,Fe,F,5,32.92,32.92,6.700740897
1745,125,January,10,2019,Fe,F,6,26.58,26.58,6.700740897
1746,127,January,10,2019,Fe,F,7,20.56,20.56,6.700740897
1747,128,January,10,2019,Fe,F,8,30.24,30.24,6.700740897
1748,129,January,10,2019,Fe,F,9,23.34,23.34,6.700740897
1749,130,January,10,2019,Fe,F,10,16.8,16.8,6.700740897
1750,132,January,10,2019,Fe,F,11,21,21,6.700740897
1751,133,January,10,2019,Fe,F,12,BDL,3.350370449,6.700740897
1752,134,January,10,2019,Fe,F,13,21.3,21.3,6.700740897
1753,17,January,10,2019,Fe,W,1,65.94,65.94,6.700740897
