Obs,sampleno,month,day,year,metal,type,siteno,conc1,conc,MDL
3649,186,May,16,2019,Mn,F,12,12.52,12.52,0.033380918
3650,187,May,16,2019,Mn,F,13,9.38,9.38,0.033380918
3651,71,May,16,2019,Mn,W,1,125.25,125.25,0.033380918
3652,72,May,16,2019,Mn,W,2,114.8333333,114.8333333,0.033380918
3653,73,May,16,2019,Mn,W,3,136.6,136.6,0.033380918
3654,74,May,16,2019,Mn,W,4,161.52,161.52,0.033380918
3655,76,May,16,2019,Mn,W,5,148.7,148.7,0.033380918
3656,77,May,16,2019,Mn,W,6,163.94,163.94,0.033380918
3657,78,May,16,2019,Mn,W,7,210,210,0.033380918
3658,79,May,16,2019,Mn,W,8,192,192,0.033380918
3659,81,May,16,2019,Mn,W,9,15.98,15.98,0.033380918
3660,82,May,16,2019,Mn,W,10,132.5909091,132.5909091,0.033380918
3661,83,May,16,2019,Mn,W,11,115.9,115.9,0.033380918
3662,84,May,16,2019,Mn,W,12,93.86,93.86,0.033380918
3663,86,May,16,2019,Mn,W,13,74.48,74.48,0.033380918
3664,172,May,16,2019,Ni,F,1,0.24,0.24,0.0621059
3665,173,May,16,2019,Ni,F,2,BDL,0.03105295,0.0621059
3666,175,May,16,2019,Ni,F,3,0.26,0.26,0.0621059
3667,176,May,16,2019,Ni,F,4,BDL,0.03105295,0.0621059
3668,177,May,16,2019,Ni,F,5,BDL,0.03105295,0.0621059
3669,178,May,16,2019,Ni,F,6,BDL,0.03105295,0.0621059
3670,179,May,16,2019,Ni,F,7,BDL,0.03105295,0.0621059
3671,181,May,16,2019,Ni,F,8,0.68,0.68,0.0621059
3672,182,May,16,2019,Ni,F,9,0.76,0.76,0.0621059
3673,183,May,16,2019,Ni,F,10,0.6,0.6,0.0621059
3674,184,May,16,2019,Ni,F,11,0.6,0.6,0.0621059
3675,186,May,16,2019,Ni,F,12,0.48,0.48,0.0621059
3676,187,May,16,2019,Ni,F,13,0.42,0.42,0.0621059
3677,71,May,16,2019,Ni,W,1,BDL,0.03105295,0.0621059
3678,72,May,16,2019,Ni,W,2,0.333333333,0.333333333,0.0621059
3679,73,May,16,2019,Ni,W,3,0.76,0.76,0.0621059
3680,74,May,16,2019,Ni,W,4,0.9,0.9,0.0621059
3681,76,May,16,2019,Ni,W,5,0.825,0.825,0.0621059
3682,77,May,16,2019,Ni,W,6,0.78,0.78,0.0621059
3683,78,May,16,2019,Ni,W,7,1.62,1.62,0.0621059
3684,79,May,16,2019,Ni,W,8,1.22,1.22,0.0621059
3685,81,May,16,2019,Ni,W,9,BDL,0.03105295,0.0621059
3686,82,May,16,2019,Ni,W,10,0.659090909,0.659090909,0.0621059
3687,83,May,16,2019,Ni,W,11,BDL,0.03105295,0.0621059
3688,84,May,16,2019,Ni,W,12,0.46,0.46,0.0621059
3689,86,May,16,2019,Ni,W,13,0.36,0.36,0.0621059
3690,172,May,16,2019,Pb,F,1,BDL,0.792800191,1.585600382
3691,173,May,16,2019,Pb,F,2,BDL,0.792800191,1.585600382
3692,175,May,16,2019,Pb,F,3,BDL,0.792800191,1.585600382
3693,176,May,16,2019,Pb,F,4,BDL,0.792800191,1.585600382
3694,177,May,16,2019,Pb,F,5,BDL,0.792800191,1.585600382
3695,178,May,16,2019,Pb,F,6,BDL,0.792800191,1.585600382
3696,179,May,16,2019,Pb,F,7,BDL,0.792800191,1.585600382
3697,181,May,16,2019,Pb,F,8,BDL,0.792800191,1.585600382
3698,182,May,16,2019,Pb,F,9,BDL,0.792800191,1.585600382
3699,183,May,16,2019,Pb,F,10,BDL,0.792800191,1.585600382
3700,184,May,16,2019,Pb,F,11,BDL,0.792800191,1.585600382
3701,186,May,16,2019,Pb,F,12,BDL,0.792800191,1.585600382
3702,187,May,16,2019,Pb,F,13,BDL,0.792800191,1.585600382
3703,71,May,16,2019,Pb,W,1,BDL,0.792800191,1.585600382
3704,72,May,16,2019,Pb,W,2,BDL,0.792800191,1.585600382
3705,73,May,16,2019,Pb,W,3,4.42,4.42,1.585600382
3706,74,May,16,2019,Pb,W,4,4.92,4.92,1.585600382
3707,76,May,16,2019,Pb,W,5,5.825,5.825,1.585600382
3708,77,May,16,2019,Pb,W,6,6.64,6.64,1.585600382
3709,78,May,16,2019,Pb,W,7,11.1,11.1,1.585600382
3710,79,May,16,2019,Pb,W,8,8.28,8.28,1.585600382
3711,81,May,16,2019,Pb,W,9,BDL,0.792800191,1.585600382
3712,82,May,16,2019,Pb,W,10,6.795454545,6.795454545,1.585600382
3713,83,May,16,2019,Pb,W,11,BDL,0.792800191,1.585600382
3714,84,May,16,2019,Pb,W,12,3.56,3.56,1.585600382
3715,86,May,16,2019,Pb,W,13,BDL,0.792800191,1.585600382
3716,172,May,16,2019,Se,F,1,0.76,0.76,0.285507068
3717,173,May,16,2019,Se,F,2,BDL,0.142753534,0.285507068
3718,175,May,16,2019,Se,F,3,BDL,0.142753534,0.285507068
3719,176,May,16,2019,Se,F,4,BDL,0.142753534,0.285507068
3720,177,May,16,2019,Se,F,5,BDL,0.142753534,0.285507068
3721,178,May,16,2019,Se,F,6,BDL,0.142753534,0.285507068
3722,179,May,16,2019,Se,F,7,BDL,0.142753534,0.285507068
3723,181,May,16,2019,Se,F,8,BDL,0.142753534,0.285507068
3724,182,May,16,2019,Se,F,9,BDL,0.142753534,0.285507068
3725,183,May,16,2019,Se,F,10,BDL,0.142753534,0.285507068
3726,184,May,16,2019,Se,F,11,BDL,0.142753534,0.285507068
3727,186,May,16,2019,Se,F,12,BDL,0.142753534,0.285507068
3728,187,May,16,2019,Se,F,13,BDL,0.142753534,0.285507068
3729,71,May,16,2019,Se,W,1,BDL,0.142753534,0.285507068
3730,72,May,16,2019,Se,W,2,BDL,0.142753534,0.285507068
3731,73,May,16,2019,Se,W,3,BDL,0.142753534,0.285507068
3732,74,May,16,2019,Se,W,4,BDL,0.142753534,0.285507068
3733,76,May,16,2019,Se,W,5,BDL,0.142753534,0.285507068
3734,77,May,16,2019,Se,W,6,BDL,0.142753534,0.285507068
3735,78,May,16,2019,Se,W,7,BDL,0.142753534,0.285507068
3736,79,May,16,2019,Se,W,8,BDL,0.142753534,0.285507068
3737,81,May,16,2019,Se,W,9,BDL,0.142753534,0.285507068
3738,82,May,16,2019,Se,W,10,BDL,0.142753534,0.285507068
3739,83,May,16,2019,Se,W,11,BDL,0.142753534,0.285507068
3740,84,May,16,2019,Se,W,12,BDL,0.142753534,0.285507068
3741,86,May,16,2019,Se,W,13,BDL,0.142753534,0.285507068
3742,172,May,16,2019,V,F,1,0.96,0.96,0.011338934
3743,173,May,16,2019,V,F,2,BDL,0.005669467,0.011338934
3744,175,May,16,2019,V,F,3,1.12,1.12,0.011338934
3745,176,May,16,2019,V,F,4,1.2,1.2,0.011338934
3746,177,May,16,2019,V,F,5,1.14,1.14,0.011338934
3747,178,May,16,2019,V,F,6,1.28,1.28,0.011338934
3748,179,May,16,2019,V,F,7,1.64,1.64,0.011338934
3749,181,May,16,2019,V,F,8,1.66,1.66,0.011338934
3750,182,May,16,2019,V,F,9,1.34,1.34,0.011338934
3751,183,May,16,2019,V,F,10,1.38,1.38,0.011338934
3752,184,May,16,2019,V,F,11,1.36,1.36,0.011338934
3753,186,May,16,2019,V,F,12,0.86,0.86,0.011338934
3754,187,May,16,2019,V,F,13,0.66,0.66,0.011338934
3755,71,May,16,2019,V,W,1,1.7,1.7,0.011338934
3756,72,May,16,2019,V,W,2,1.6,1.6,0.011338934
3757,73,May,16,2019,V,W,3,2,2,0.011338934
3758,74,May,16,2019,V,W,4,2.22,2.22,0.011338934
3759,76,May,16,2019,V,W,5,2.375,2.375,0.011338934
3760,77,May,16,2019,V,W,6,2.6,2.6,0.011338934
3761,78,May,16,2019,V,W,7,4,4,0.011338934
3762,79,May,16,2019,V,W,8,3.34,3.34,0.011338934
3763,81,May,16,2019,V,W,9,1.3,1.3,0.011338934
3764,82,May,16,2019,V,W,10,2.840909091,2.840909091,0.011338934
3765,83,May,16,2019,V,W,11,2.7,2.7,0.011338934
3766,84,May,16,2019,V,W,12,1.84,1.84,0.011338934
3767,86,May,16,2019,V,W,13,1.52,1.52,0.011338934
3768,172,May,16,2019,Zn,F,1,47.34,47.34,3.503999755
3769,173,May,16,2019,Zn,F,2,BDL,1.751999878,3.503999755
3770,175,May,16,2019,Zn,F,3,11.2,11.2,3.503999755
3771,176,May,16,2019,Zn,F,4,19.18,19.18,3.503999755
3772,177,May,16,2019,Zn,F,5,39.18,39.18,3.503999755
3773,178,May,16,2019,Zn,F,6,23.64,23.64,3.503999755
3774,179,May,16,2019,Zn,F,7,19.82,19.82,3.503999755
3775,181,May,16,2019,Zn,F,8,28.54,28.54,3.503999755
3776,182,May,16,2019,Zn,F,9,25.14,25.14,3.503999755
3777,183,May,16,2019,Zn,F,10,25.54,25.54,3.503999755
3778,184,May,16,2019,Zn,F,11,33.18,33.18,3.503999755
3779,186,May,16,2019,Zn,F,12,24.46,24.46,3.503999755
3780,187,May,16,2019,Zn,F,13,24.08,24.08,3.503999755
3781,71,May,16,2019,Zn,W,1,26.95,26.95,3.503999755
3782,72,May,16,2019,Zn,W,2,23.6,23.6,3.503999755
3783,73,May,16,2019,Zn,W,3,31.22,31.22,3.503999755
3784,74,May,16,2019,Zn,W,4,37.08,37.08,3.503999755
3785,76,May,16,2019,Zn,W,5,46.875,46.875,3.503999755
3786,77,May,16,2019,Zn,W,6,51.88,51.88,3.503999755
3787,78,May,16,2019,Zn,W,7,79.86,79.86,3.503999755
3788,79,May,16,2019,Zn,W,8,59.08,59.08,3.503999755
3789,81,May,16,2019,Zn,W,9,26.8,26.8,3.503999755
3790,82,May,16,2019,Zn,W,10,65.45454545,65.45454545,3.503999755
3791,83,May,16,2019,Zn,W,11,60.5,60.5,3.503999755
3792,84,May,16,2019,Zn,W,12,44.28,44.28,3.503999755
3793,86,May,16,2019,Zn,W,13,27.74,27.74,3.503999755
3794,188,May,30,2019,Al,F,1,60.6,60.6,9.417115118
3795,190,May,30,2019,Al,F,2,59.28,59.28,9.417115118
3796,192,May,30,2019,Al,F,3,67.34,67.34,9.417115118
3797,193,May,30,2019,Al,F,4,51.6,51.6,9.417115118
3798,194,May,30,2019,Al,F,5,49.22,49.22,9.417115118
3799,195,May,30,2019,Al,F,6,54.1,54.1,9.417115118
3800,197,May,30,2019,Al,F,7,49.5,49.5,9.417115118
3801,198,May,30,2019,Al,F,8,48.5,48.5,9.417115118
3802,200,May,30,2019,Al,F,9,67.64,67.64,9.417115118
3803,201,May,30,2019,Al,F,10,76.46,76.46,9.417115118
3804,202,May,30,2019,Al,F,11,100.38,100.38,9.417115118
3805,204,May,30,2019,Al,F,12,85.16,85.16,9.417115118
3806,205,May,30,2019,Al,F,13,53.14,53.14,9.417115118
3807,87,May,30,2019,Al,W,1,286.44,286.44,9.417115118
3808,88,May,30,2019,Al,W,2,193.08,193.08,9.417115118
3809,89,May,30,2019,Al,W,3,1165.2,1165.2,9.417115118
3810,90,May,30,2019,Al,W,4,488.8,488.8,9.417115118
3811,92,May,30,2019,Al,W,5,649.6,649.6,9.417115118
3812,93,May,30,2019,Al,W,6,800.6,800.6,9.417115118
3813,94,May,30,2019,Al,W,7,1216.8,1216.8,9.417115118
3814,95,May,30,2019,Al,W,8,1353.6,1353.6,9.417115118
3815,97,May,30,2019,Al,W,9,953.4,953.4,9.417115118
3816,98,May,30,2019,Al,W,10,1358.8,1358.8,9.417115118
3817,100,May,30,2019,Al,W,11,1218,1218,9.417115118
3818,101,May,30,2019,Al,W,12,1177.5,1177.5,9.417115118
3819,102,May,30,2019,Al,W,13,809.4,809.4,9.417115118
3820,188,May,30,2019,As,F,1,18.74,18.74,0.026992062
3821,190,May,30,2019,As,F,2,22.08,22.08,0.026992062
3822,192,May,30,2019,As,F,3,24.98,24.98,0.026992062
3823,193,May,30,2019,As,F,4,22.94,22.94,0.026992062
3824,194,May,30,2019,As,F,5,22.3,22.3,0.026992062
3825,195,May,30,2019,As,F,6,21.22,21.22,0.026992062
3826,197,May,30,2019,As,F,7,20.56,20.56,0.026992062
3827,198,May,30,2019,As,F,8,20.64,20.64,0.026992062
3828,200,May,30,2019,As,F,9,14.7,14.7,0.026992062
3829,201,May,30,2019,As,F,10,12.34,12.34,0.026992062
3830,202,May,30,2019,As,F,11,13.68,13.68,0.026992062
3831,204,May,30,2019,As,F,12,8.12,8.12,0.026992062
3832,205,May,30,2019,As,F,13,4.2,4.2,0.026992062
3833,87,May,30,2019,As,W,1,21.82,21.82,0.026992062
3834,88,May,30,2019,As,W,2,11.18,11.18,0.026992062
3835,89,May,30,2019,As,W,3,55.24,55.24,0.026992062
3836,90,May,30,2019,As,W,4,26.32,26.32,0.026992062
3837,92,May,30,2019,As,W,5,25.1,25.1,0.026992062
3838,93,May,30,2019,As,W,6,28.38,28.38,0.026992062
3839,94,May,30,2019,As,W,7,27.36,27.36,0.026992062
3840,95,May,30,2019,As,W,8,25.68,25.68,0.026992062
3841,97,May,30,2019,As,W,9,18.06,18.06,0.026992062
3842,98,May,30,2019,As,W,10,18.86,18.86,0.026992062
3843,100,May,30,2019,As,W,11,17.14,17.14,0.026992062
3844,101,May,30,2019,As,W,12,10.75,10.75,0.026992062
3845,102,May,30,2019,As,W,13,6.04,6.04,0.026992062
3846,188,May,30,2019,Cd,F,1,0.06,0.06,0.011338934
3847,190,May,30,2019,Cd,F,2,0.08,0.08,0.011338934
3848,192,May,30,2019,Cd,F,3,0.06,0.06,0.011338934
3849,193,May,30,2019,Cd,F,4,0.04,0.04,0.011338934
3850,194,May,30,2019,Cd,F,5,0.06,0.06,0.011338934
3851,195,May,30,2019,Cd,F,6,0.06,0.06,0.011338934
3852,197,May,30,2019,Cd,F,7,0.08,0.08,0.011338934
3853,198,May,30,2019,Cd,F,8,0.08,0.08,0.011338934
3854,200,May,30,2019,Cd,F,9,0.04,0.04,0.011338934
3855,201,May,30,2019,Cd,F,10,0.04,0.04,0.011338934
3856,202,May,30,2019,Cd,F,11,0.08,0.08,0.011338934
3857,204,May,30,2019,Cd,F,12,0.04,0.04,0.011338934
3858,205,May,30,2019,Cd,F,13,BDL,0.005669467,0.011338934
3859,87,May,30,2019,Cd,W,1,0.08,0.08,0.011338934
3860,88,May,30,2019,Cd,W,2,0.04,0.04,0.011338934
3861,89,May,30,2019,Cd,W,3,0.2,0.2,0.011338934
3862,90,May,30,2019,Cd,W,4,0.14,0.14,0.011338934
3863,92,May,30,2019,Cd,W,5,0.14,0.14,0.011338934
3864,93,May,30,2019,Cd,W,6,0.16,0.16,0.011338934
3865,94,May,30,2019,Cd,W,7,0.16,0.16,0.011338934
3866,95,May,30,2019,Cd,W,8,0.2,0.2,0.011338934
3867,97,May,30,2019,Cd,W,9,0.14,0.14,0.011338934
3868,98,May,30,2019,Cd,W,10,0.16,0.16,0.011338934
3869,100,May,30,2019,Cd,W,11,0.18,0.18,0.011338934
3870,101,May,30,2019,Cd,W,12,0.1,0.1,0.011338934
3871,102,May,30,2019,Cd,W,13,0.08,0.08,0.011338934
3872,188,May,30,2019,Co,F,1,0.28,0.28,0.01
3873,190,May,30,2019,Co,F,2,0.32,0.32,0.01
3874,192,May,30,2019,Co,F,3,0.34,0.34,0.01
3875,193,May,30,2019,Co,F,4,0.32,0.32,0.01
3876,194,May,30,2019,Co,F,5,0.3,0.3,0.01
3877,195,May,30,2019,Co,F,6,0.3,0.3,0.01
3878,197,May,30,2019,Co,F,7,0.3,0.3,0.01
3879,198,May,30,2019,Co,F,8,0.28,0.28,0.01
3880,200,May,30,2019,Co,F,9,0.24,0.24,0.01
3881,201,May,30,2019,Co,F,10,0.2,0.2,0.01
3882,202,May,30,2019,Co,F,11,0.22,0.22,0.01
3883,204,May,30,2019,Co,F,12,0.16,0.16,0.01
3884,205,May,30,2019,Co,F,13,0.14,0.14,0.01
3885,87,May,30,2019,Co,W,1,0.3,0.3,0.01
3886,88,May,30,2019,Co,W,2,0.16,0.16,0.01
3887,89,May,30,2019,Co,W,3,0.88,0.88,0.01
3888,90,May,30,2019,Co,W,4,0.38,0.38,0.01
3889,92,May,30,2019,Co,W,5,0.4,0.4,0.01
3890,93,May,30,2019,Co,W,6,0.5,0.5,0.01
3891,94,May,30,2019,Co,W,7,0.48,0.48,0.01
3892,95,May,30,2019,Co,W,8,0.52,0.52,0.01
3893,97,May,30,2019,Co,W,9,0.46,0.46,0.01
3894,98,May,30,2019,Co,W,10,0.68,0.68,0.01
3895,100,May,30,2019,Co,W,11,0.52,0.52,0.01
3896,101,May,30,2019,Co,W,12,0.35,0.35,0.01
3897,102,May,30,2019,Co,W,13,0.36,0.36,0.01
3898,188,May,30,2019,Cr,F,1,0.3,0.3,0.033380918
3899,190,May,30,2019,Cr,F,2,0.46,0.46,0.033380918
3900,192,May,30,2019,Cr,F,3,0.36,0.36,0.033380918
3901,193,May,30,2019,Cr,F,4,0.28,0.28,0.033380918
3902,194,May,30,2019,Cr,F,5,0.22,0.22,0.033380918
3903,195,May,30,2019,Cr,F,6,0.16,0.16,0.033380918
3904,197,May,30,2019,Cr,F,7,0.32,0.32,0.033380918
3905,198,May,30,2019,Cr,F,8,0.2,0.2,0.033380918
3906,200,May,30,2019,Cr,F,9,1.54,1.54,0.033380918
3907,201,May,30,2019,Cr,F,10,0.22,0.22,0.033380918
3908,202,May,30,2019,Cr,F,11,0.28,0.28,0.033380918
3909,204,May,30,2019,Cr,F,12,0.18,0.18,0.033380918
3910,205,May,30,2019,Cr,F,13,0.08,0.08,0.033380918
3911,87,May,30,2019,Cr,W,1,BDL,0.016690459,0.033380918
3912,88,May,30,2019,Cr,W,2,BDL,0.016690459,0.033380918
3913,89,May,30,2019,Cr,W,3,BDL,0.016690459,0.033380918
3914,90,May,30,2019,Cr,W,4,BDL,0.016690459,0.033380918
3915,92,May,30,2019,Cr,W,5,BDL,0.016690459,0.033380918
3916,93,May,30,2019,Cr,W,6,BDL,0.016690459,0.033380918
3917,94,May,30,2019,Cr,W,7,BDL,0.016690459,0.033380918
3918,95,May,30,2019,Cr,W,8,BDL,0.016690459,0.033380918
3919,97,May,30,2019,Cr,W,9,BDL,0.016690459,0.033380918
3920,98,May,30,2019,Cr,W,10,BDL,0.016690459,0.033380918
3921,100,May,30,2019,Cr,W,11,BDL,0.016690459,0.033380918
3922,101,May,30,2019,Cr,W,12,BDL,0.016690459,0.033380918
3923,102,May,30,2019,Cr,W,13,BDL,0.016690459,0.033380918
3924,188,May,30,2019,Cu,F,1,8.04,8.04,0.038172541
3925,190,May,30,2019,Cu,F,2,9.02,9.02,0.038172541
3926,192,May,30,2019,Cu,F,3,12.06,12.06,0.038172541
3927,193,May,30,2019,Cu,F,4,11.46,11.46,0.038172541
3928,194,May,30,2019,Cu,F,5,13.52,13.52,0.038172541
3929,195,May,30,2019,Cu,F,6,16.24,16.24,0.038172541
3930,197,May,30,2019,Cu,F,7,19.12,19.12,0.038172541
3931,198,May,30,2019,Cu,F,8,18.7,18.7,0.038172541
3932,200,May,30,2019,Cu,F,9,14.3,14.3,0.038172541
3933,201,May,30,2019,Cu,F,10,12.24,12.24,0.038172541
3934,202,May,30,2019,Cu,F,11,15.1,15.1,0.038172541
3935,204,May,30,2019,Cu,F,12,9.46,9.46,0.038172541
3936,205,May,30,2019,Cu,F,13,5.08,5.08,0.038172541
3937,87,May,30,2019,Cu,W,1,11.8,11.8,0.038172541
3938,88,May,30,2019,Cu,W,2,6.74,6.74,0.038172541
3939,89,May,30,2019,Cu,W,3,58.6,58.6,0.038172541
3940,90,May,30,2019,Cu,W,4,27.66,27.66,0.038172541
3941,92,May,30,2019,Cu,W,5,37.18,37.18,0.038172541
3942,93,May,30,2019,Cu,W,6,49.84,49.84,0.038172541
3943,94,May,30,2019,Cu,W,7,60.48,60.48,0.038172541
3944,95,May,30,2019,Cu,W,8,51.72,51.72,0.038172541
3945,97,May,30,2019,Cu,W,9,42.08,42.08,0.038172541
3946,98,May,30,2019,Cu,W,10,47.4,47.4,0.038172541
3947,100,May,30,2019,Cu,W,11,40.14,40.14,0.038172541
3948,101,May,30,2019,Cu,W,12,25.85,25.85,0.038172541
3949,102,May,30,2019,Cu,W,13,14.02,14.02,0.038172541
3950,188,May,30,2019,Fe,F,1,56.28,56.28,6.700740897
3951,190,May,30,2019,Fe,F,2,78.36,78.36,6.700740897
3952,192,May,30,2019,Fe,F,3,80.24,80.24,6.700740897
3953,193,May,30,2019,Fe,F,4,69.74,69.74,6.700740897
3954,194,May,30,2019,Fe,F,5,31.88,31.88,6.700740897
3955,195,May,30,2019,Fe,F,6,76.54,76.54,6.700740897
3956,197,May,30,2019,Fe,F,7,75.86,75.86,6.700740897
3957,198,May,30,2019,Fe,F,8,60.5,60.5,6.700740897
3958,200,May,30,2019,Fe,F,9,87.14,87.14,6.700740897
3959,201,May,30,2019,Fe,F,10,79.1,79.1,6.700740897
3960,202,May,30,2019,Fe,F,11,99.6,99.6,6.700740897
3961,204,May,30,2019,Fe,F,12,89.58,89.58,6.700740897
3962,205,May,30,2019,Fe,F,13,48.18,48.18,6.700740897
3963,87,May,30,2019,Fe,W,1,164.82,164.82,6.700740897
3964,88,May,30,2019,Fe,W,2,122.38,122.38,6.700740897
3965,89,May,30,2019,Fe,W,3,857.2,857.2,6.700740897
3966,90,May,30,2019,Fe,W,4,352.4,352.4,6.700740897
3967,92,May,30,2019,Fe,W,5,515.6,515.6,6.700740897
3968,93,May,30,2019,Fe,W,6,640.6,640.6,6.700740897
3969,94,May,30,2019,Fe,W,7,864.8,864.8,6.700740897
3970,95,May,30,2019,Fe,W,8,910,910,6.700740897
3971,97,May,30,2019,Fe,W,9,730.4,730.4,6.700740897
3972,98,May,30,2019,Fe,W,10,797.2,797.2,6.700740897
3973,100,May,30,2019,Fe,W,11,841.6,841.6,6.700740897
3974,101,May,30,2019,Fe,W,12,731,731,6.700740897
3975,102,May,30,2019,Fe,W,13,567.6,567.6,6.700740897
3976,188,May,30,2019,Mn,F,1,29.16,29.16,0.033380918
3977,190,May,30,2019,Mn,F,2,31.74,31.74,0.033380918
3978,192,May,30,2019,Mn,F,3,32.3,32.3,0.033380918
3979,193,May,30,2019,Mn,F,4,41.58,41.58,0.033380918
3980,194,May,30,2019,Mn,F,5,24.78,24.78,0.033380918
3981,195,May,30,2019,Mn,F,6,16.12,16.12,0.033380918
3982,197,May,30,2019,Mn,F,7,16.26,16.26,0.033380918
3983,198,May,30,2019,Mn,F,8,15.96,15.96,0.033380918
3984,200,May,30,2019,Mn,F,9,14.14,14.14,0.033380918
3985,201,May,30,2019,Mn,F,10,15.3,15.3,0.033380918
3986,202,May,30,2019,Mn,F,11,14.16,14.16,0.033380918
3987,204,May,30,2019,Mn,F,12,23.6,23.6,0.033380918
3988,205,May,30,2019,Mn,F,13,9.26,9.26,0.033380918
3989,87,May,30,2019,Mn,W,1,44.72,44.72,0.033380918
3990,88,May,30,2019,Mn,W,2,27.78,27.78,0.033380918
3991,89,May,30,2019,Mn,W,3,174.92,174.92,0.033380918
3992,90,May,30,2019,Mn,W,4,62.52,62.52,0.033380918
3993,92,May,30,2019,Mn,W,5,71.34,71.34,0.033380918
3994,93,May,30,2019,Mn,W,6,82.46,82.46,0.033380918
3995,94,May,30,2019,Mn,W,7,82.56,82.56,0.033380918
3996,95,May,30,2019,Mn,W,8,78.2,78.2,0.033380918
3997,97,May,30,2019,Mn,W,9,72.66,72.66,0.033380918
3998,98,May,30,2019,Mn,W,10,101.18,101.18,0.033380918
3999,100,May,30,2019,Mn,W,11,84.46,84.46,0.033380918
4000,101,May,30,2019,Mn,W,12,64.85,64.85,0.033380918
4001,102,May,30,2019,Mn,W,13,58.62,58.62,0.033380918
4002,188,May,30,2019,Ni,F,1,1.2,1.2,0.0621059
4003,190,May,30,2019,Ni,F,2,1.48,1.48,0.0621059
4004,192,May,30,2019,Ni,F,3,1.5,1.5,0.0621059
4005,193,May,30,2019,Ni,F,4,1.04,1.04,0.0621059
4006,194,May,30,2019,Ni,F,5,0.82,0.82,0.0621059
4007,195,May,30,2019,Ni,F,6,1,1,0.0621059
4008,197,May,30,2019,Ni,F,7,0.88,0.88,0.0621059
4009,198,May,30,2019,Ni,F,8,0.78,0.78,0.0621059
4010,200,May,30,2019,Ni,F,9,10.6,10.6,0.0621059
4011,201,May,30,2019,Ni,F,10,0.44,0.44,0.0621059
4012,202,May,30,2019,Ni,F,11,0.72,0.72,0.0621059
4013,204,May,30,2019,Ni,F,12,0.98,0.98,0.0621059
4014,205,May,30,2019,Ni,F,13,0.44,0.44,0.0621059
4015,87,May,30,2019,Ni,W,1,0.54,0.54,0.0621059
4016,88,May,30,2019,Ni,W,2,BDL,0.03105295,0.0621059
4017,89,May,30,2019,Ni,W,3,0.96,0.96,0.0621059
4018,90,May,30,2019,Ni,W,4,0.44,0.44,0.0621059
4019,92,May,30,2019,Ni,W,5,0.3,0.3,0.0621059
4020,93,May,30,2019,Ni,W,6,0.36,0.36,0.0621059
4021,94,May,30,2019,Ni,W,7,BDL,0.03105295,0.0621059
4022,95,May,30,2019,Ni,W,8,BDL,0.03105295,0.0621059
4023,97,May,30,2019,Ni,W,9,0.36,0.36,0.0621059
4024,98,May,30,2019,Ni,W,10,2.24,2.24,0.0621059
4025,100,May,30,2019,Ni,W,11,0.4,0.4,0.0621059
4026,101,May,30,2019,Ni,W,12,BDL,0.03105295,0.0621059
4027,102,May,30,2019,Ni,W,13,3.4,3.4,0.0621059
4028,188,May,30,2019,Pb,F,1,BDL,0.792800191,1.585600382
4029,190,May,30,2019,Pb,F,2,BDL,0.792800191,1.585600382
4030,192,May,30,2019,Pb,F,3,BDL,0.792800191,1.585600382
4031,193,May,30,2019,Pb,F,4,BDL,0.792800191,1.585600382
4032,194,May,30,2019,Pb,F,5,BDL,0.792800191,1.585600382
4033,195,May,30,2019,Pb,F,6,BDL,0.792800191,1.585600382
4034,197,May,30,2019,Pb,F,7,BDL,0.792800191,1.585600382
4035,198,May,30,2019,Pb,F,8,BDL,0.792800191,1.585600382
4036,200,May,30,2019,Pb,F,9,BDL,0.792800191,1.585600382
4037,201,May,30,2019,Pb,F,10,BDL,0.792800191,1.585600382
4038,202,May,30,2019,Pb,F,11,BDL,0.792800191,1.585600382
4039,204,May,30,2019,Pb,F,12,BDL,0.792800191,1.585600382
4040,205,May,30,2019,Pb,F,13,BDL,0.792800191,1.585600382
4041,87,May,30,2019,Pb,W,1,BDL,0.792800191,1.585600382
4042,88,May,30,2019,Pb,W,2,BDL,0.792800191,1.585600382
4043,89,May,30,2019,Pb,W,3,BDL,0.792800191,1.585600382
4044,90,May,30,2019,Pb,W,4,BDL,0.792800191,1.585600382
4045,92,May,30,2019,Pb,W,5,4.22,4.22,1.585600382
4046,93,May,30,2019,Pb,W,6,5.06,5.06,1.585600382
4047,94,May,30,2019,Pb,W,7,BDL,0.792800191,1.585600382
4048,95,May,30,2019,Pb,W,8,BDL,0.792800191,1.585600382
4049,97,May,30,2019,Pb,W,9,4.18,4.18,1.585600382
4050,98,May,30,2019,Pb,W,10,4.52,4.52,1.585600382
4051,100,May,30,2019,Pb,W,11,4.52,4.52,1.585600382
4052,101,May,30,2019,Pb,W,12,BDL,0.792800191,1.585600382
4053,102,May,30,2019,Pb,W,13,BDL,0.792800191,1.585600382
4054,188,May,30,2019,Se,F,1,BDL,0.142753534,0.285507068
4055,190,May,30,2019,Se,F,2,BDL,0.142753534,0.285507068
4056,192,May,30,2019,Se,F,3,BDL,0.142753534,0.285507068
4057,193,May,30,2019,Se,F,4,BDL,0.142753534,0.285507068
4058,194,May,30,2019,Se,F,5,BDL,0.142753534,0.285507068
4059,195,May,30,2019,Se,F,6,BDL,0.142753534,0.285507068
